2018-09-21 15:15:28,085 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=17389315-69b3-46c8-87e3-33af2a5d98ce
2018-09-21 17:50:54,692 [14] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 17:50:54,699 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID c662f7dc-3417-4e69-9567-47a6cbe56083, Hostname localhost, IPv6Address 
2018-09-21 17:50:54,760 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=c662f7dc-3417-4e69-9567-47a6cbe56083
2018-09-21 17:51:14,464 [12] ERROR Photon.Hive.HiveHostGame - Game 729ce072-235c-4340-bce1-abc868fb82d9 is created with ErrorPlugin. message:PluginManager initialization failed.
2018-09-21 17:51:14,492 [12] WARN  Photon.Hive.HiveHostGame - Game '729ce072-235c-4340-bce1-abc868fb82d9' userId '4262feaf-8633-48fc-b477-b596ef9e6b68-1' failed to create game. msg:Plugin Mismatch requested='CardGamePlugins' got ErrorPlugin with message:'PluginManager initialization failed.' -- peer:GameClientPeer: PID 2, IsConnected: False, IsDisposed: True, Last Activity: Operation 227 at UTC 9/21/2018 3:51:14 PM in Room , IP 127.0.0.1:0, 
2018-09-21 17:54:08,129 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=c662f7dc-3417-4e69-9567-47a6cbe56083
2018-09-21 17:54:08,135 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-09-21 17:54:08,137 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=c662f7dc-3417-4e69-9567-47a6cbe56083
2018-09-21 17:54:08,168 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=c662f7dc-3417-4e69-9567-47a6cbe56083
2018-09-21 17:54:08,174 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-09-21 17:54:15,861 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=326399fc-74ba-4b15-a421-801211c39e67
2018-09-21 17:54:16,245 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-09-21 17:54:16,251 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-09-21 17:54:16,262 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-09-21 17:54:16,276 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-09-21 17:54:16,282 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-09-21 17:54:16,288 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-09-21 17:54:16,295 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-09-21 17:54:16,302 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-09-21 17:54:16,307 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-09-21 17:54:16,312 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-09-21 17:54:16,317 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-09-21 17:54:16,323 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-09-21 17:54:16,328 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-09-21 17:54:16,335 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-09-21 17:54:16,340 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-09-21 17:54:16,346 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-09-21 17:54:16,353 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-09-21 17:54:16,366 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config. Using default settings... (Could not find file 'D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config'.)
2018-09-21 17:54:16,381 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\ServerState.txt
2018-09-21 17:54:16,389 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 17:54:16,397 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-09-21 17:54:16,447 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=326399fc-74ba-4b15-a421-801211c39e67
2018-09-21 17:54:16,475 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-09-21 17:54:16,488 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-09-21 17:54:17,275 [13] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-09-21 17:54:17,281 [13] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 17:54:17,290 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 326399fc-74ba-4b15-a421-801211c39e67, Hostname localhost, IPv6Address 
2018-09-21 17:54:17,352 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=326399fc-74ba-4b15-a421-801211c39e67
2018-09-21 17:55:19,445 [10] ERROR Photon.Hive.HiveHostGame - Game d0cf7934-bd26-4236-ad51-79ce4b1ffac4 is created with ErrorPlugin. message:PluginManager initialization failed.
2018-09-21 17:55:19,476 [14] WARN  Photon.Hive.HiveHostGame - Game 'd0cf7934-bd26-4236-ad51-79ce4b1ffac4' userId 'f1d111c6-8f58-4be5-bdd6-ac6db71e8e74-1' failed to create game. msg:Plugin Mismatch requested='CardGamePlugins' got ErrorPlugin with message:'PluginManager initialization failed.' -- peer:GameClientPeer: PID 2, IsConnected: False, IsDisposed: True, Last Activity: Operation 227 at UTC 9/21/2018 3:55:19 PM in Room , IP 127.0.0.1:0, 
2018-09-21 17:56:13,040 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=326399fc-74ba-4b15-a421-801211c39e67
2018-09-21 17:56:13,047 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-09-21 17:56:13,048 [21] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=326399fc-74ba-4b15-a421-801211c39e67
2018-09-21 17:56:13,088 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=326399fc-74ba-4b15-a421-801211c39e67
2018-09-21 17:56:13,095 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-09-21 17:58:26,957 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=069e83d2-9da6-4da5-87ff-962ca556b06f
2018-09-21 17:58:27,381 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-09-21 17:58:27,388 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-09-21 17:58:27,397 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-09-21 17:58:27,412 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-09-21 17:58:27,417 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-09-21 17:58:27,423 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-09-21 17:58:27,429 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-09-21 17:58:27,434 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-09-21 17:58:27,440 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-09-21 17:58:27,446 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-09-21 17:58:27,452 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-09-21 17:58:27,460 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-09-21 17:58:27,467 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-09-21 17:58:27,477 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-09-21 17:58:27,485 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-09-21 17:58:27,492 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-09-21 17:58:27,499 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-09-21 17:58:27,515 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config. Using default settings... (Could not find file 'D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config'.)
2018-09-21 17:58:27,530 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\ServerState.txt
2018-09-21 17:58:27,540 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 17:58:27,548 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2018-09-21 17:58:27,579 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=069e83d2-9da6-4da5-87ff-962ca556b06f
2018-09-21 17:58:27,602 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2018-09-21 17:58:27,610 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2018-09-21 17:58:28,423 [13] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2018-09-21 17:58:28,429 [13] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2018-09-21 17:58:28,438 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 069e83d2-9da6-4da5-87ff-962ca556b06f, Hostname localhost, IPv6Address 
2018-09-21 17:58:28,507 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=069e83d2-9da6-4da5-87ff-962ca556b06f
2018-09-21 17:58:30,669 [13] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 37
2018-09-21 17:58:30,675 [13] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2018-09-21 17:58:36,311 [11] ERROR Photon.Hive.HiveHostGame - Game eb696bec-7690-42d9-8946-f11ef154b503 is created with ErrorPlugin. message:PluginManager initialization failed.
2018-09-21 17:58:36,349 [11] WARN  Photon.Hive.HiveHostGame - Game 'eb696bec-7690-42d9-8946-f11ef154b503' userId 'fe3ea4c4-55a1-4764-85f6-6a60a6e3ebfa-1' failed to create game. msg:Plugin Mismatch requested='CardGamePlugins' got ErrorPlugin with message:'PluginManager initialization failed.' -- peer:GameClientPeer: PID 2, IsConnected: False, IsDisposed: True, Last Activity: Operation 227 at UTC 9/21/2018 3:58:36 PM in Room , IP 127.0.0.1:0, 
2018-09-21 18:00:11,108 [12] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2018-09-21 18:00:11,122 [12] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2018-09-21 18:01:33,558 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=069e83d2-9da6-4da5-87ff-962ca556b06f
2018-09-21 18:01:33,564 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2018-09-21 18:01:33,565 [22] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=069e83d2-9da6-4da5-87ff-962ca556b06f
2018-09-21 18:01:33,598 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=069e83d2-9da6-4da5-87ff-962ca556b06f
2018-09-21 18:01:33,604 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2018-09-21 18:02:55,924 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=e0e98ae7-c528-4974-849d-e921ab3f24f2
2018-09-21 18:02:56,428 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2018-09-21 18:02:56,435 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2018-09-21 18:02:56,449 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2018-09-21 18:02:56,471 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2018-09-21 18:02:56,479 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2018-09-21 18:02:56,488 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2018-09-21 18:02:56,497 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2018-09-21 18:02:56,506 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2018-09-21 18:02:56,517 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2018-09-21 18:02:56,526 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2018-09-21 18:02:56,534 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2018-09-21 18:02:56,542 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2018-09-21 18:02:56,551 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2018-09-21 18:02:56,561 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2018-09-21 18:02:56,568 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2018-09-21 18:02:56,575 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2018-09-21 18:02:56,583 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2018-09-21 18:02:56,599 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config. Using default settings... (Could not find file 'D:\School\Year 3\Minor\Card_Game_Repository\Photon-OnPremise-Server-SDK\deploy\Workload.config'.)
