2018-09-07 20:40:10,192 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=365179e1-89f0-4f48-b3c7-6de58211d01a
2018-09-07 20:44:29,233 [25] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 25, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:29 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53170, 
2018-09-07 20:44:29,568 [13] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 26, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:29 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53172, 
2018-09-07 20:44:29,902 [22] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 27, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:29 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53174, 
2018-09-07 20:44:30,233 [25] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 28, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:30 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53176, 
2018-09-07 20:44:30,567 [22] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 29, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:30 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53178, 
2018-09-07 20:44:30,900 [21] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 30, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:30 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53180, 
2018-09-07 20:44:31,233 [14] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 31, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:31 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53182, 
2018-09-07 20:44:31,567 [10] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 32, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:31 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53184, 
2018-09-07 20:44:38,436 [21] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 34, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:38 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53189, 
2018-09-07 20:44:38,746 [22] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 35, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:38 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53191, 
2018-09-07 20:44:39,062 [25] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 36, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:39 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53195, 
2018-09-07 20:44:39,376 [21] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 37, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:39 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53197, 
2018-09-07 20:44:39,685 [21] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 38, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:39 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53200, 
2018-09-07 20:44:39,995 [23] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 39, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:39 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53202, 
2018-09-07 20:44:40,300 [13] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 40, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:40 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53204, 
2018-09-07 20:44:40,613 [13] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 41, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:40 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53206, 
2018-09-07 20:44:40,924 [13] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 42, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:40 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53208, 
2018-09-07 20:44:41,238 [25] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 43, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:41 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53210, 
2018-09-07 20:44:41,556 [23] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 44, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:41 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53212, 
2018-09-07 20:44:41,872 [25] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 45, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:41 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53214, 
2018-09-07 20:44:42,263 [23] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 46, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:42 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53216, 
2018-09-07 20:44:42,618 [10] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 47, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:42 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53218, 
2018-09-07 20:44:42,931 [14] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 48, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:42 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53220, 
2018-09-07 20:44:43,247 [11] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 49, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:43 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53222, 
2018-09-07 20:44:43,562 [21] WARN  Photon.Hive.HiveGame - JoinApplyGameStateChanges: Game '3e0a2cd2-0292-4d9f-a4f7-150d9e422a76' userId '' failed to join. msg:Join failed: UserId is not set, checkUserIdOnJoin=true expects a UserId. -- peer:GameClientPeer: PID 50, IsConnected: True, IsDisposed: False, Last Activity: Operation 226 at UTC 9/7/2018 6:44:43 PM in Room 3e0a2cd2-0292-4d9f-a4f7-150d9e422a76, IP 127.0.0.1:53224, 
